date,visitor,home,visitor_points,home_points
2016-10-08,Dallas Mavericks,Milwaukee Bucks,74.0,88.0
2016-10-08,Charlotte Hornets,Boston Celtics,86.0,104.0
2016-10-08,Indiana Pacers,Chicago Bulls,105.0,121.0
2016-10-09,Denver Nuggets,Los Angeles Lakers,115.0,124.0
2016-10-09,New Orleans Pelicans,Houston Rockets,117.0,123.0
2016-10-10,Utah Jazz,LA Clippers,96.0,94.0
2016-10-10,Cleveland Cavaliers,Atlanta Hawks,93.0,99.0
2016-10-10,San Antonio Spurs,Detroit Pistons,86.0,81.0
2016-10-10,Minnesota Timberwolves,Charlotte Hornets,86.0,98.0
2016-10-10,Washington Wizards,New York Knicks,88.0,90.0
2016-10-11,Brooklyn Nets,Miami Heat,100.0,121.0
2016-10-11,Portland Trail Blazers,Los Angeles Lakers,109.0,106.0
2016-10-11,Oklahoma City Thunder,Dallas Mavericks,109.0,114.0
2016-10-11,Philadelphia 76ers,Memphis Grizzlies,91.0,121.0
2016-10-12,Houston Rockets,New Orleans Pelicans,116.0,104.0
2016-10-12,Phoenix Suns,Utah Jazz,111.0,110.0
2016-10-12,Denver Nuggets,Minnesota Timberwolves,88.0,105.0
2016-10-12,San Antonio Spurs,Orlando Magic,95.0,89.0
2016-10-12,Milwaukee Bucks,Indiana Pacers,83.0,101.0
2016-10-13,Toronto Raptors,Cleveland Cavaliers,119.0,94.0
2016-10-13,Philadelphia 76ers,Washington Wizards,79.0,100.0
2016-10-13,Boston Celtics,Brooklyn Nets,100.0,97.0
2016-10-13,Detroit Pistons,Atlanta Hawks,99.0,94.0
2016-10-13,Portland Trail Blazers,LA Clippers,108.0,109.0
2016-10-13,Memphis Grizzlies,Oklahoma City Thunder,110.0,94.0
2016-10-13,Sacramento Kings,Los Angeles Lakers,116.0,104.0
2016-10-14,Indiana Pacers,Orlando Magic,106.0,114.0
2016-10-14,Golden State Warriors,Denver Nuggets,129.0,128.0
2016-10-14,Cleveland Cavaliers,Chicago Bulls,108.0,118.0
2016-10-14,Miami Heat,San Antonio Spurs,108.0,100.0
2016-10-14,Dallas Mavericks,Phoenix Suns,107.0,112.0
2016-10-15,Boston Celtics,New York Knicks,119.0,107.0
2016-10-15,Minnesota Timberwolves,Miami Heat,101.0,96.0
2016-10-15,Chicago Bulls,Milwaukee Bucks,107.0,86.0
2016-10-15,Memphis Grizzlies,Houston Rockets,134.0,125.0
2016-10-15,Detroit Pistons,Philadelphia 76ers,97.0,76.0
2016-10-15,Washington Wizards,Sacramento Kings,119.0,124.0
2016-10-15,Golden State Warriors,Los Angeles Lakers,112.0,107.0
2016-10-16,Atlanta Hawks,Orlando Magic,105.0,98.0
2016-10-16,Minnesota Timberwolves,Oklahoma City Thunder,94.0,112.0
2016-10-16,Denver Nuggets,Portland Trail Blazers,106.0,97.0
2016-10-17,Milwaukee Bucks,Detroit Pistons,78.0,102.0
2016-10-17,Brooklyn Nets,Boston Celtics,99.0,120.0
2016-10-17,Charlotte Hornets,Chicago Bulls,108.0,104.0
2016-10-17,LA Clippers,Utah Jazz,78.0,104.0
2016-10-18,LA Clippers,Sacramento Kings,92.0,89.0
2016-10-18,Orlando Magic,Miami Heat,77.0,107.0
2016-10-18,Denver Nuggets,Oklahoma City Thunder,87.0,97.0
2016-10-18,Washington Wizards,Cleveland Cavaliers,96.0,91.0
2016-10-18,New Orleans Pelicans,Atlanta Hawks,89.0,96.0
2016-10-19,New York Knicks,Boston Celtics,121.0,96.0
2016-10-19,Indiana Pacers,Milwaukee Bucks,103.0,111.0
2016-10-19,Toronto Raptors,Detroit Pistons,103.0,92.0
2016-10-19,Houston Rockets,Dallas Mavericks,106.0,91.0
2016-10-19,Golden State Warriors,Los Angeles Lakers,123.0,112.0
2016-10-19,Memphis Grizzlies,Minnesota Timberwolves,94.0,101.0
2016-10-19,Portland Trail Blazers,Utah Jazz,88.0,84.0
2016-10-20,Atlanta Hawks,Chicago Bulls,97.0,81.0
2016-10-20,New Orleans Pelicans,Orlando Magic,111.0,114.0
2016-10-20,New York Knicks,Brooklyn Nets,116.0,111.0
2016-10-20,Miami Heat,Charlotte Hornets,88.0,96.0
2016-10-21,Toronto Raptors,Washington Wizards,82.0,119.0
2016-10-21,Houston Rockets,San Antonio Spurs,99.0,114.0
2016-10-21,Philadelphia 76ers,Miami Heat,113.0,110.0
2016-10-21,Dallas Mavericks,Denver Nuggets,75.0,101.0
2016-10-21,Portland Trail Blazers,Golden State Warriors,96.0,107.0
2016-10-21,Phoenix Suns,Los Angeles Lakers,98.0,94.0
2016-10-21,Charlotte Hornets,Minnesota Timberwolves,74.0,109.0
2016-10-25,New York Knicks,Cleveland Cavaliers,88.0,117.0
2016-10-25,Utah Jazz,Portland Trail Blazers,104.0,113.0
2016-10-25,San Antonio Spurs,Golden State Warriors,129.0,100.0
2016-10-26,Oklahoma City Thunder,Philadelphia 76ers,103.0,97.0
2016-10-26,Miami Heat,Orlando Magic,108.0,96.0
2016-10-26,Houston Rockets,Los Angeles Lakers,114.0,120.0
2016-10-26,Minnesota Timberwolves,Memphis Grizzlies,98.0,102.0
2016-10-26,Denver Nuggets,New Orleans Pelicans,107.0,102.0
2016-10-26,Brooklyn Nets,Boston Celtics,117.0,122.0
2016-10-26,Charlotte Hornets,Milwaukee Bucks,107.0,96.0
2016-10-26,Sacramento Kings,Phoenix Suns,113.0,94.0
2016-10-26,Detroit Pistons,Toronto Raptors,91.0,109.0
2016-10-26,Dallas Mavericks,Indiana Pacers,121.0,130.0
2016-10-27,Washington Wizards,Atlanta Hawks,99.0,114.0
2016-10-27,San Antonio Spurs,Sacramento Kings,102.0,94.0
2016-10-27,Boston Celtics,Chicago Bulls,99.0,105.0
2016-10-27,LA Clippers,Portland Trail Blazers,114.0,106.0
2016-10-28,Charlotte Hornets,Miami Heat,97.0,91.0
2016-10-28,Phoenix Suns,Oklahoma City Thunder,110.0,113.0
2016-10-28,Golden State Warriors,New Orleans Pelicans,122.0,114.0
2016-10-28,Houston Rockets,Dallas Mavericks,106.0,98.0
2016-10-28,Los Angeles Lakers,Utah Jazz,89.0,96.0
2016-10-28,Indiana Pacers,Brooklyn Nets,94.0,103.0
2016-10-28,Orlando Magic,Detroit Pistons,82.0,108.0
2016-10-28,Cleveland Cavaliers,Toronto Raptors,94.0,91.0
2016-10-29,Minnesota Timberwolves,Sacramento Kings,103.0,106.0
2016-10-29,New Orleans Pelicans,San Antonio Spurs,79.0,98.0
2016-10-29,Atlanta Hawks,Philadelphia 76ers,104.0,72.0
2016-10-29,Orlando Magic,Cleveland Cavaliers,99.0,105.0
2016-10-29,Boston Celtics,Charlotte Hornets,104.0,98.0
2016-10-29,Brooklyn Nets,Milwaukee Bucks,108.0,110.0
2016-10-29,Portland Trail Blazers,Denver Nuggets,115.0,113.0
2016-10-29,Indiana Pacers,Chicago Bulls,101.0,118.0
2016-10-29,Memphis Grizzlies,New York Knicks,104.0,111.0
2016-10-30,Golden State Warriors,Phoenix Suns,106.0,100.0
2016-10-30,San Antonio Spurs,Miami Heat,106.0,99.0
2016-10-30,Utah Jazz,LA Clippers,75.0,88.0
2016-10-30,Milwaukee Bucks,Detroit Pistons,83.0,98.0
2016-10-30,Dallas Mavericks,Houston Rockets,92.0,93.0
2016-10-30,Washington Wizards,Memphis Grizzlies,103.0,112.0
2016-10-30,Los Angeles Lakers,Oklahoma City Thunder,96.0,113.0
2016-10-31,Denver Nuggets,Toronto Raptors,102.0,105.0
2016-10-31,Chicago Bulls,Brooklyn Nets,118.0,88.0
2016-10-31,Sacramento Kings,Atlanta Hawks,95.0,106.0
2016-10-31,Phoenix Suns,LA Clippers,98.0,116.0
2016-11-01,Sacramento Kings,Miami Heat,96.0,108.0
2016-11-01,Houston Rockets,Cleveland Cavaliers,120.0,128.0
2016-11-01,Los Angeles Lakers,Indiana Pacers,108.0,115.0
2016-11-01,Golden State Warriors,Portland Trail Blazers,127.0,104.0
2016-11-01,New York Knicks,Detroit Pistons,89.0,102.0
2016-11-01,Memphis Grizzlies,Minnesota Timberwolves,80.0,116.0
2016-11-01,Utah Jazz,San Antonio Spurs,106.0,91.0
2016-11-01,Milwaukee Bucks,New Orleans Pelicans,117.0,113.0
2016-11-01,Orlando Magic,Philadelphia 76ers,103.0,101.0
2016-11-02,Dallas Mavericks,Utah Jazz,81.0,97.0
2016-11-02,Chicago Bulls,Boston Celtics,100.0,107.0
2016-11-02,New Orleans Pelicans,Memphis Grizzlies,83.0,89.0
2016-11-02,Toronto Raptors,Washington Wizards,113.0,103.0
2016-11-02,Oklahoma City Thunder,LA Clippers,85.0,83.0
2016-11-02,Los Angeles Lakers,Atlanta Hawks,123.0,116.0
2016-11-02,Philadelphia 76ers,Charlotte Hornets,93.0,109.0
2016-11-02,Houston Rockets,New York Knicks,118.0,99.0
2016-11-02,Detroit Pistons,Brooklyn Nets,101.0,109.0
2016-11-02,Portland Trail Blazers,Phoenix Suns,115.0,118.0
2016-11-03,Indiana Pacers,Milwaukee Bucks,107.0,125.0
2016-11-03,Sacramento Kings,Orlando Magic,94.0,102.0
2016-11-03,Denver Nuggets,Minnesota Timberwolves,102.0,99.0
2016-11-03,Boston Celtics,Cleveland Cavaliers,122.0,128.0
2016-11-03,Oklahoma City Thunder,Golden State Warriors,96.0,122.0
2016-11-04,Miami Heat,Toronto Raptors,87.0,96.0
2016-11-04,LA Clippers,Memphis Grizzlies,99.0,88.0
2016-11-04,Atlanta Hawks,Washington Wizards,92.0,95.0
2016-11-04,Portland Trail Blazers,Dallas Mavericks,105.0,95.0
2016-11-04,New York Knicks,Chicago Bulls,117.0,104.0
2016-11-04,San Antonio Spurs,Utah Jazz,100.0,86.0
2016-11-04,Charlotte Hornets,Brooklyn Nets,99.0,95.0
2016-11-04,Phoenix Suns,New Orleans Pelicans,112.0,111.0
2016-11-04,Golden State Warriors,Los Angeles Lakers,97.0,117.0
2016-11-05,Houston Rockets,Atlanta Hawks,97.0,112.0
2016-11-05,LA Clippers,San Antonio Spurs,116.0,92.0
2016-11-05,Sacramento Kings,Milwaukee Bucks,91.0,117.0
2016-11-05,Cleveland Cavaliers,Philadelphia 76ers,102.0,101.0
2016-11-05,Denver Nuggets,Detroit Pistons,86.0,103.0
2016-11-05,Chicago Bulls,Indiana Pacers,94.0,111.0
2016-11-05,Washington Wizards,Orlando Magic,86.0,88.0
2016-11-05,Minnesota Timberwolves,Oklahoma City Thunder,92.0,112.0
2016-11-06,Utah Jazz,New York Knicks,114.0,109.0
2016-11-06,Sacramento Kings,Toronto Raptors,96.0,91.0
2016-11-06,Milwaukee Bucks,Dallas Mavericks,75.0,86.0
2016-11-06,Phoenix Suns,Los Angeles Lakers,108.0,119.0
2016-11-06,Denver Nuggets,Boston Celtics,123.0,107.0
2016-11-06,Portland Trail Blazers,Memphis Grizzlies,100.0,94.0
2016-11-07,Detroit Pistons,LA Clippers,82.0,114.0
2016-11-07,Houston Rockets,Washington Wizards,114.0,106.0
2016-11-07,Orlando Magic,Chicago Bulls,80.0,112.0
2016-11-07,Miami Heat,Oklahoma City Thunder,85.0,97.0
2016-11-07,New Orleans Pelicans,Golden State Warriors,106.0,116.0
2016-11-07,Utah Jazz,Philadelphia 76ers,109.0,84.0
2016-11-07,Indiana Pacers,Charlotte Hornets,100.0,122.0
2016-11-08,Atlanta Hawks,Cleveland Cavaliers,110.0,106.0
2016-11-08,Denver Nuggets,Memphis Grizzlies,107.0,108.0
2016-11-08,New Orleans Pelicans,Sacramento Kings,94.0,102.0
2016-11-08,Dallas Mavericks,Los Angeles Lakers,109.0,97.0
2016-11-08,Phoenix Suns,Portland Trail Blazers,121.0,124.0
2016-11-08,Minnesota Timberwolves,Brooklyn Nets,110.0,119.0
2016-11-09,Portland Trail Blazers,LA Clippers,80.0,111.0
2016-11-09,Utah Jazz,Charlotte Hornets,98.0,104.0
2016-11-09,Toronto Raptors,Oklahoma City Thunder,112.0,102.0
2016-11-09,Dallas Mavericks,Golden State Warriors,95.0,116.0
2016-11-09,Brooklyn Nets,New York Knicks,96.0,110.0
2016-11-09,Chicago Bulls,Atlanta Hawks,107.0,115.0
2016-11-09,Boston Celtics,Washington Wizards,93.0,118.0
2016-11-09,Detroit Pistons,Phoenix Suns,100.0,107.0
2016-11-09,Minnesota Timberwolves,Orlando Magic,123.0,107.0
2016-11-09,Houston Rockets,San Antonio Spurs,101.0,99.0
2016-11-09,Philadelphia 76ers,Indiana Pacers,115.0,122.0
2016-11-10,Los Angeles Lakers,Sacramento Kings,101.0,91.0
2016-11-10,Chicago Bulls,Miami Heat,98.0,95.0
2016-11-10,Golden State Warriors,Denver Nuggets,125.0,101.0
2016-11-10,New Orleans Pelicans,Milwaukee Bucks,112.0,106.0
2016-11-11,Detroit Pistons,San Antonio Spurs,86.0,96.0
2016-11-11,Cleveland Cavaliers,Washington Wizards,105.0,94.0
2016-11-11,Toronto Raptors,Charlotte Hornets,113.0,111.0
2016-11-11,Sacramento Kings,Portland Trail Blazers,120.0,122.0
2016-11-11,Indiana Pacers,Philadelphia 76ers,105.0,109.0
2016-11-11,LA Clippers,Oklahoma City Thunder,110.0,108.0
2016-11-11,Utah Jazz,Orlando Magic,87.0,74.0
2016-11-11,New York Knicks,Boston Celtics,87.0,115.0
2016-11-12,Utah Jazz,Miami Heat,102.0,91.0
2016-11-12,Los Angeles Lakers,New Orleans Pelicans,126.0,99.0
2016-11-12,New York Knicks,Toronto Raptors,107.0,118.0
2016-11-12,Philadelphia 76ers,Atlanta Hawks,96.0,117.0
2016-11-12,Memphis Grizzlies,Milwaukee Bucks,96.0,106.0
2016-11-12,Detroit Pistons,Denver Nuggets,106.0,95.0
2016-11-12,LA Clippers,Minnesota Timberwolves,119.0,105.0
2016-11-12,Washington Wizards,Chicago Bulls,95.0,106.0
2016-11-12,San Antonio Spurs,Houston Rockets,106.0,100.0
2016-11-12,Brooklyn Nets,Phoenix Suns,122.0,104.0
2016-11-12,Boston Celtics,Indiana Pacers,105.0,99.0
2016-11-13,Phoenix Suns,Golden State Warriors,120.0,133.0
2016-11-13,Los Angeles Lakers,Minnesota Timberwolves,99.0,125.0
2016-11-13,Orlando Magic,Oklahoma City Thunder,119.0,117.0
2016-11-13,Charlotte Hornets,Cleveland Cavaliers,93.0,100.0
2016-11-13,Denver Nuggets,Portland Trail Blazers,105.0,112.0
2016-11-14,Memphis Grizzlies,Utah Jazz,102.0,96.0
2016-11-14,Dallas Mavericks,New York Knicks,77.0,93.0
2016-11-14,Brooklyn Nets,LA Clippers,95.0,127.0
2016-11-14,Boston Celtics,New Orleans Pelicans,105.0,106.0
2016-11-14,Orlando Magic,Indiana Pacers,69.0,88.0
2016-11-14,Oklahoma City Thunder,Detroit Pistons,88.0,104.0
2016-11-14,Philadelphia 76ers,Houston Rockets,88.0,115.0
2016-11-14,Miami Heat,San Antonio Spurs,90.0,94.0
2016-11-15,Toronto Raptors,Cleveland Cavaliers,117.0,121.0
2016-11-15,Chicago Bulls,Portland Trail Blazers,113.0,88.0
2016-11-15,Atlanta Hawks,Miami Heat,93.0,90.0
2016-11-15,Charlotte Hornets,Minnesota Timberwolves,115.0,108.0
2016-11-15,Brooklyn Nets,Los Angeles Lakers,118.0,125.0
2016-11-16,Golden State Warriors,Toronto Raptors,127.0,121.0
2016-11-16,Detroit Pistons,New York Knicks,102.0,105.0
2016-11-16,Phoenix Suns,Denver Nuggets,104.0,120.0
2016-11-16,Washington Wizards,Philadelphia 76ers,102.0,109.0
2016-11-16,Milwaukee Bucks,Atlanta Hawks,100.0,107.0
2016-11-16,New Orleans Pelicans,Orlando Magic,82.0,89.0
2016-11-16,Memphis Grizzlies,LA Clippers,111.0,107.0
2016-11-16,Dallas Mavericks,Boston Celtics,83.0,90.0
2016-11-16,Cleveland Cavaliers,Indiana Pacers,93.0,103.0
2016-11-16,San Antonio Spurs,Sacramento Kings,110.0,105.0
2016-11-16,Houston Rockets,Oklahoma City Thunder,103.0,105.0
2016-11-17,Portland Trail Blazers,Houston Rockets,109.0,126.0
2016-11-17,New York Knicks,Washington Wizards,112.0,119.0
2016-11-17,Chicago Bulls,Utah Jazz,85.0,77.0
2016-11-17,Milwaukee Bucks,Miami Heat,73.0,96.0
2016-11-17,Philadelphia 76ers,Minnesota Timberwolves,86.0,110.0
2016-11-18,Phoenix Suns,Indiana Pacers,116.0,96.0
2016-11-18,Brooklyn Nets,Oklahoma City Thunder,105.0,124.0
2016-11-18,San Antonio Spurs,Los Angeles Lakers,116.0,107.0
2016-11-18,Atlanta Hawks,Charlotte Hornets,96.0,100.0
2016-11-18,Portland Trail Blazers,New Orleans Pelicans,101.0,113.0
2016-11-18,Toronto Raptors,Denver Nuggets,113.0,111.0
2016-11-18,Golden State Warriors,Boston Celtics,104.0,88.0
2016-11-18,LA Clippers,Sacramento Kings,121.0,115.0
2016-11-18,Detroit Pistons,Cleveland Cavaliers,81.0,104.0
2016-11-18,Memphis Grizzlies,Dallas Mavericks,80.0,64.0
2016-11-19,Charlotte Hornets,New Orleans Pelicans,116.0,121.0
2016-11-19,Phoenix Suns,Philadelphia 76ers,105.0,120.0
2016-11-19,Boston Celtics,Detroit Pistons,94.0,92.0
2016-11-19,Dallas Mavericks,Orlando Magic,87.0,95.0
2016-11-19,Utah Jazz,Houston Rockets,102.0,111.0
2016-11-19,Minnesota Timberwolves,Memphis Grizzlies,71.0,93.0
2016-11-19,Miami Heat,Washington Wizards,114.0,111.0
2016-11-19,Golden State Warriors,Milwaukee Bucks,124.0,121.0
2016-11-19,Chicago Bulls,LA Clippers,95.0,102.0
2016-11-20,Toronto Raptors,Sacramento Kings,99.0,102.0
2016-11-20,Indiana Pacers,Oklahoma City Thunder,115.0,111.0
2016-11-20,Utah Jazz,Denver Nuggets,91.0,105.0
2016-11-20,Chicago Bulls,Los Angeles Lakers,118.0,110.0
2016-11-20,Portland Trail Blazers,Brooklyn Nets,129.0,109.0
2016-11-20,Atlanta Hawks,New York Knicks,94.0,104.0
2016-11-21,Phoenix Suns,Washington Wizards,101.0,106.0
2016-11-21,Dallas Mavericks,San Antonio Spurs,91.0,96.0
2016-11-21,Miami Heat,Philadelphia 76ers,94.0,101.0
2016-11-21,Toronto Raptors,LA Clippers,115.0,123.0
2016-11-21,Boston Celtics,Minnesota Timberwolves,99.0,93.0
2016-11-21,Orlando Magic,Milwaukee Bucks,89.0,93.0
2016-11-21,Memphis Grizzlies,Charlotte Hornets,105.0,90.0
2016-11-21,Houston Rockets,Detroit Pistons,99.0,96.0
2016-11-21,Golden State Warriors,Indiana Pacers,120.0,83.0
2016-11-22,New Orleans Pelicans,Atlanta Hawks,112.0,94.0
2016-11-22,Oklahoma City Thunder,Los Angeles Lakers,109.0,111.0
2016-11-22,Chicago Bulls,Denver Nuggets,107.0,110.0
2016-11-22,Portland Trail Blazers,New York Knicks,103.0,107.0
2016-11-23,Memphis Grizzlies,Philadelphia 76ers,104.0,99.0
2016-11-23,San Antonio Spurs,Charlotte Hornets,119.0,114.0
2016-11-23,Portland Trail Blazers,Cleveland Cavaliers,125.0,137.0
2016-11-23,Denver Nuggets,Utah Jazz,83.0,108.0
2016-11-23,Boston Celtics,Brooklyn Nets,111.0,92.0
2016-11-23,Minnesota Timberwolves,New Orleans Pelicans,96.0,117.0
2016-11-23,Los Angeles Lakers,Golden State Warriors,106.0,149.0
2016-11-23,Atlanta Hawks,Indiana Pacers,96.0,85.0
2016-11-23,Toronto Raptors,Houston Rockets,115.0,102.0
2016-11-23,LA Clippers,Dallas Mavericks,124.0,104.0
2016-11-23,Phoenix Suns,Orlando Magic,92.0,87.0
2016-11-23,Oklahoma City Thunder,Sacramento Kings,101.0,116.0
2016-11-23,Miami Heat,Detroit Pistons,84.0,107.0
2016-11-25,Golden State Warriors,Los Angeles Lakers,109.0,85.0
2016-11-25,Miami Heat,Memphis Grizzlies,90.0,81.0
2016-11-25,San Antonio Spurs,Boston Celtics,109.0,103.0
2016-11-25,Houston Rockets,Sacramento Kings,117.0,104.0
2016-11-25,Washington Wizards,Orlando Magic,94.0,91.0
2016-11-25,Dallas Mavericks,Cleveland Cavaliers,90.0,128.0
2016-11-25,LA Clippers,Detroit Pistons,97.0,108.0
2016-11-25,Toronto Raptors,Milwaukee Bucks,105.0,99.0
2016-11-25,Brooklyn Nets,Indiana Pacers,97.0,118.0
2016-11-25,Charlotte Hornets,New York Knicks,111.0,113.0
2016-11-25,Oklahoma City Thunder,Denver Nuggets,132.0,129.0
2016-11-25,Minnesota Timberwolves,Phoenix Suns,98.0,85.0
2016-11-25,Chicago Bulls,Philadelphia 76ers,105.0,89.0
2016-11-25,New Orleans Pelicans,Portland Trail Blazers,104.0,119.0
2016-11-25,Atlanta Hawks,Utah Jazz,68.0,95.0
2016-11-26,Detroit Pistons,Oklahoma City Thunder,88.0,106.0
2016-11-26,Minnesota Timberwolves,Golden State Warriors,102.0,115.0
2016-11-26,Memphis Grizzlies,Miami Heat,110.0,107.0
2016-11-26,New York Knicks,Charlotte Hornets,102.0,107.0
2016-11-26,San Antonio Spurs,Washington Wizards,112.0,100.0
2016-11-27,Denver Nuggets,Phoenix Suns,120.0,114.0
2016-11-27,Cleveland Cavaliers,Philadelphia 76ers,112.0,108.0
2016-11-27,Houston Rockets,Portland Trail Blazers,130.0,114.0
2016-11-27,New Orleans Pelicans,Dallas Mavericks,81.0,91.0
2016-11-27,Sacramento Kings,Brooklyn Nets,122.0,105.0
2016-11-27,Milwaukee Bucks,Orlando Magic,104.0,96.0
2016-11-27,Atlanta Hawks,Los Angeles Lakers,94.0,109.0
2016-11-27,LA Clippers,Indiana Pacers,70.0,91.0
2016-11-28,Boston Celtics,Miami Heat,112.0,104.0
2016-11-28,Philadelphia 76ers,Toronto Raptors,95.0,122.0
2016-11-28,Utah Jazz,Minnesota Timberwolves,112.0,103.0
2016-11-28,Charlotte Hornets,Memphis Grizzlies,104.0,85.0
2016-11-28,Oklahoma City Thunder,New York Knicks,112.0,103.0
2016-11-28,Atlanta Hawks,Golden State Warriors,100.0,105.0
2016-11-28,Sacramento Kings,Washington Wizards,95.0,101.0
2016-11-29,Houston Rockets,Utah Jazz,101.0,120.0
2016-11-29,Detroit Pistons,Charlotte Hornets,112.0,89.0
2016-11-29,Orlando Magic,San Antonio Spurs,95.0,83.0
2016-11-29,LA Clippers,Brooklyn Nets,122.0,127.0
2016-11-29,Los Angeles Lakers,New Orleans Pelicans,88.0,105.0
2016-11-29,Cleveland Cavaliers,Milwaukee Bucks,101.0,118.0
2016-11-30,Atlanta Hawks,Phoenix Suns,107.0,109.0
2016-11-30,Indiana Pacers,Portland Trail Blazers,109.0,131.0
2016-11-30,Los Angeles Lakers,Chicago Bulls,96.0,90.0
2016-11-30,Washington Wizards,Oklahoma City Thunder,115.0,126.0
2016-11-30,San Antonio Spurs,Dallas Mavericks,94.0,87.0
2016-11-30,Memphis Grizzlies,Toronto Raptors,105.0,120.0
2016-11-30,New York Knicks,Minnesota Timberwolves,106.0,104.0
2016-11-30,Detroit Pistons,Boston Celtics,121.0,114.0
2016-11-30,Miami Heat,Denver Nuggets,106.0,98.0
2016-12-01,Orlando Magic,Memphis Grizzlies,94.0,95.0
2016-12-01,Miami Heat,Utah Jazz,111.0,110.0
2016-12-01,Dallas Mavericks,Charlotte Hornets,87.0,97.0
2016-12-01,Houston Rockets,Golden State Warriors,132.0,127.0
2016-12-01,LA Clippers,Cleveland Cavaliers,113.0,94.0
2016-12-01,Milwaukee Bucks,Brooklyn Nets,111.0,93.0
2016-12-02,Houston Rockets,Denver Nuggets,128.0,110.0
2016-12-02,Washington Wizards,San Antonio Spurs,105.0,107.0
2016-12-02,Cleveland Cavaliers,Chicago Bulls,105.0,111.0
2016-12-02,Detroit Pistons,Atlanta Hawks,121.0,85.0
2016-12-02,Orlando Magic,Philadelphia 76ers,105.0,88.0
2016-12-02,Los Angeles Lakers,Toronto Raptors,80.0,113.0
2016-12-02,Minnesota Timberwolves,New York Knicks,114.0,118.0
2016-12-02,Sacramento Kings,Boston Celtics,92.0,97.0
2016-12-02,LA Clippers,New Orleans Pelicans,114.0,96.0
2016-12-03,Minnesota Timberwolves,Charlotte Hornets,125.0,120.0
2016-12-03,Phoenix Suns,Golden State Warriors,109.0,138.0
2016-12-03,Los Angeles Lakers,Memphis Grizzlies,100.0,103.0
2016-12-03,Boston Celtics,Philadelphia 76ers,107.0,106.0
2016-12-03,Chicago Bulls,Dallas Mavericks,82.0,107.0
2016-12-03,Atlanta Hawks,Toronto Raptors,84.0,128.0
2016-12-03,Brooklyn Nets,Milwaukee Bucks,103.0,112.0
2016-12-03,Miami Heat,Portland Trail Blazers,92.0,99.0
2016-12-03,Denver Nuggets,Utah Jazz,98.0,105.0
2016-12-04,Sacramento Kings,New York Knicks,98.0,106.0
2016-12-04,Indiana Pacers,LA Clippers,111.0,102.0
2016-12-04,New Orleans Pelicans,Oklahoma City Thunder,92.0,101.0
2016-12-04,Orlando Magic,Detroit Pistons,98.0,92.0
2016-12-05,Indiana Pacers,Golden State Warriors,106.0,142.0
2016-12-05,Utah Jazz,Los Angeles Lakers,107.0,101.0
2016-12-05,Washington Wizards,Brooklyn Nets,118.0,113.0
2016-12-05,Boston Celtics,Houston Rockets,106.0,107.0
2016-12-05,Cleveland Cavaliers,Toronto Raptors,116.0,112.0
2016-12-05,Memphis Grizzlies,New Orleans Pelicans,110.0,108.0
2016-12-05,Oklahoma City Thunder,Atlanta Hawks,102.0,99.0
2016-12-05,Charlotte Hornets,Dallas Mavericks,109.0,101.0
2016-12-05,Portland Trail Blazers,Chicago Bulls,112.0,110.0
2016-12-05,Denver Nuggets,Philadelphia 76ers,106.0,98.0
2016-12-05,San Antonio Spurs,Milwaukee Bucks,97.0,96.0
2016-12-06,Philadelphia 76ers,Memphis Grizzlies,91.0,96.0
2016-12-06,Phoenix Suns,Utah Jazz,105.0,112.0
2016-12-06,Chicago Bulls,Detroit Pistons,91.0,102.0
2016-12-06,San Antonio Spurs,Minnesota Timberwolves,105.0,91.0
2016-12-06,Orlando Magic,Washington Wizards,124.0,116.0
2016-12-06,New York Knicks,Miami Heat,114.0,103.0
2016-12-07,Golden State Warriors,LA Clippers,115.0,98.0
2016-12-07,Denver Nuggets,Brooklyn Nets,111.0,116.0
2016-12-07,Detroit Pistons,Charlotte Hornets,77.0,87.0
2016-12-07,Los Angeles Lakers,Houston Rockets,95.0,134.0
2016-12-07,Portland Trail Blazers,Milwaukee Bucks,107.0,115.0
2016-12-07,Boston Celtics,Orlando Magic,117.0,87.0
2016-12-07,Cleveland Cavaliers,New York Knicks,126.0,94.0
